player,season,week,date,g,gs,passing_comp,passing_att,passing_pct,passing_yds,passing_avg,passing_td,passing_int,passing_sck,passing_scky,passing_rate,rushing_att,rushing_yds,rushing_avg,rushing_td,fumbles,fumbles_lost
26,1999,14,12/12,1,1,7,17,41.2,49,2.9,0,1,3,14,24.4,3,24,8,0,2,1
26,1999,15,12/19,0,0,,,,,,,,,,0,,,,,,
26,1999,16,Bye,,,,,,,,,,,,0,,,,,,
26,1999,17,01/02,1,1,15,32,46.9,179,5.6,3,2,3,23,69.7,5,7,1.4,0,,
27,1999,1,09/12,1,0,1,2,50,11,5.5,0,0,0,0,66.7,1,0,0,0,1,0
27,1999,2,09/19,1,0,10,17,58.8,100,5.9,0,1,2,17,51.1,2,4,2,0,2,0
27,1999,3,09/26,0,0,,,,,,,,,,0,,,,,,
27,1999,4,10/03,1,0,7,18,38.9,77,4.3,0,1,0,0,29.2,3,12,4,1,,
27,1999,5,10/10,1,1,25,42,59.5,221,5.3,2,0,4,17,89.5,3,9,3,0,,
27,1999,6,10/17,1,1,19,38,50,207,5.4,0,2,4,30,44.5,3,7,2.3,0,1,0
27,1999,7,10/24,1,1,12,24,50,122,5.1,0,0,5,25,64.9,4,42,10.5,0,,
27,1999,8,10/31,1,1,6,12,50,67,5.6,0,2,4,21,27.4,3,40,13.3,0,,
27,1999,9,11/07,0,0,,,,,,,,,,0,,,,,,
27,1999,10,11/14,0,0,,,,,,,,,,0,,,,,,
27,1999,11,11/21,0,0,,,,,,,,,,0,,,,,,
27,1999,12,11/28,0,0,,,,,,,,,,0,,,,,,
27,1999,13,12/05,0,0,,,,,,,,,,0,,,,,,
27,1999,14,12/12,0,0,,,,,,,,,,0,,,,,,
27,1999,15,Bye,,,,,,,,,,,,0,,,,,,
27,1999,16,12/26,0,0,,,,,,,,,,0,,,,,,
27,1999,17,01/02,0,0,,,,,,,,,,0,,,,,,
28,1998,1,09/06,1,1,21,37,56.8,302,8.2,1,3,4,29,58.6,,,,,,
28,1998,2,09/13,1,1,21,33,63.6,188,5.7,1,3,2,15,51.1,,,,,1,1
28,1998,3,09/20,1,1,20,44,45.5,193,4.4,0,2,1,3,39.3,3,26,8.7,0,,
28,1998,4,09/27,1,1,19,32,59.4,309,9.7,1,3,4,17,63.2,1,7,7,0,,
28,1998,5,10/04,1,1,12,23,52.2,137,6,1,1,0,0,66.8,2,0,0,0,,
28,1998,6,10/11,1,1,20,41,48.8,235,5.7,2,2,0,0,62.6,,,,,,
28,1998,7,10/18,1,1,18,30,60,231,7.7,3,0,1,0,117.5,,,,,,
28,1998,8,Bye,,,,,,,,,,,,0,,,,,,
38,1990,2,09/16,0,,,,,,,,,,,0,,,,,,
28,1998,9,11/01,1,1,30,52,57.7,278,5.3,2,2,0,0,69.2,,,,,,
28,1998,10,11/08,1,1,22,42,52.4,140,3.3,1,2,0,0,47.7,,,,,,
28,1998,11,11/15,1,1,26,44,59.1,276,6.3,3,2,1,9,81.2,4,21,5.3,0,1,0
28,1998,12,11/22,1,1,14,29,48.3,164,5.7,1,2,0,0,48.6,2,0,0,0,,
28,1998,13,11/29,1,1,27,42,64.3,357,8.5,3,1,2,13,105,1,2,2,0,,
28,1998,14,12/06,1,1,19,27,70.4,159,5.9,2,2,0,0,79.1,1,7,7,0,,
28,1998,15,12/13,1,1,17,26,65.4,210,8.1,3,0,0,0,128.7,1,-1,-1,0,,
28,1998,16,12/20,1,1,23,39,59,335,8.6,1,1,2,5,84.9,,,,,,
28,1998,17,12/27,1,1,17,34,50,225,6.6,1,2,5,18,56.6,,,,,1,0
29,1998,1,09/06,1,1,16,31,51.6,192,6.2,1,2,2,5,54.8,2,-1,-0.5,0,1,0
29,1998,2,09/13,1,1,13,24,54.2,179,7.5,0,0,0,0,78.3,7,31,4.4,0,,
29,1998,3,09/20,1,1,1,15,6.7,4,0.3,0,2,2,23,0,4,1,0.3,0,4,3
29,1998,4,09/27,1,1,15,34,44.1,193,5.7,0,4,1,9,22.9,1,9,9,0,,
29,1998,5,10/04,1,1,12,23,52.2,160,7,0,1,4,17,56.4,1,6,6,0,,
29,1998,6,10/11,1,1,7,18,38.9,78,4.3,0,3,3,19,13,1,6,6,0,1,0
29,1998,7,10/18,1,1,9,19,47.4,83,4.4,0,0,6,55,59.8,5,10,2,0,,
29,1998,8,10/25,1,1,25,52,48.1,281,5.4,1,0,1,1,71.1,3,18,6,0,,
29,1998,9,Bye,,,,,,,,,,,,0,,,,,,
29,1998,10,11/08,1,1,4,15,26.7,26,1.7,0,1,1,3,11.8,,,,,,
29,1998,11,11/15,0,0,,,,,,,,,,0,,,,,,
29,1998,12,11/22,0,0,,,,,,,,,,0,,,,,,
29,1998,13,11/29,0,0,,,,,,,,,,0,,,,,,
29,1998,14,12/06,0,0,,,,,,,,,,0,,,,,,
29,1998,15,12/13,1,0,9,14,64.3,93,6.6,0,2,2,8,43.8,3,0,0,0,2,1
29,1998,16,12/20,0,0,,,,,,,,,,0,,,,,,
29,1998,17,12/27,0,0,,,,,,,,,,0,,,,,,
30,1995,1,09/03,0,0,,,,,,,,,,0,,,,,,
30,1995,2,09/10,0,0,,,,,,,,,,0,,,,,,
30,1995,3,09/17,0,0,,,,,,,,,,0,,,,,,
30,1995,4,09/24,0,0,,,,,,,,,,0,,,,,,
30,1995,5,10/01,0,0,,,,,,,,,,0,,,,,,
30,1995,6,10/08,0,0,,,,,,,,,,0,,,,,,
30,1995,7,Bye,,,,,,,,,,,,0,,,,,,
30,1995,8,10/22,0,0,,,,,,,,,,0,,,,,,
30,1995,9,10/29,0,0,,,,,,,,,,0,,,,,,
30,1995,10,11/05,1,0,0,0,,0,,0,0,1,12,0,1,-1,-1,0,,
30,1995,11,11/12,0,0,,,,,,,,,,0,,,,,,
30,1995,12,11/19,0,0,,,,,,,,,,0,,,,,,
30,1995,13,11/26,0,0,,,,,,,,,,0,,,,,,
30,1995,14,12/03,0,0,,,,,,,,,,0,,,,,,
30,1995,15,12/10,1,0,16,27,59.3,203,7.5,1,1,2,15,79.7,3,10,3.3,0,1,0
30,1995,16,12/17,1,1,13,27,48.1,198,7.3,1,0,2,32,85.1,3,13,4.3,0,2,0
30,1995,17,12/24,1,1,12,26,46.2,168,6.5,1,0,1,4,80.3,4,16,4,0,,
31,1995,1,09/03,0,0,,,,,,,,,,0,,,,,,
31,1995,2,09/10,1,0,0,2,0,0,0,0,0,0,0,39.6,,,,,,
31,1995,3,09/17,1,0,7,11,63.6,45,4.1,0,1,0,0,34.3,2,9,4.5,1,,
31,1995,4,Bye,,,,,,,,,,,,0,,,,,,
31,1995,5,10/01,1,1,18,32,56.3,234,7.3,1,1,0,0,76.8,2,14,7,0,,
31,1995,6,10/08,1,1,14,28,50,228,8.1,1,1,0,0,74.7,1,2,2,0,1,0
31,1995,7,10/15,1,1,14,26,53.8,158,6.1,0,2,4,26,40.2,4,0,0,0,1,1
31,1995,8,10/22,1,1,8,21,38.1,48,2.3,1,0,4,19,62.2,2,2,1,0,2,0
31,1995,9,10/29,1,1,25,45,55.6,309,6.9,2,1,2,18,82.5,4,11,2.8,0,1,1
31,1995,10,11/05,1,1,17,30,56.7,150,5,0,1,3,18,56.2,4,7,1.8,0,1,1
31,1995,11,11/12,1,1,16,35,45.7,228,6.5,2,4,3,28,46.8,3,16,5.3,0,2,2
31,1995,12,11/19,1,1,15,23,65.2,201,8.7,2,0,3,19,121.8,3,0,0,0,2,1
31,1995,13,11/26,1,1,17,46,37,335,7.3,3,4,2,6,48.7,5,7,1.4,0,3,1
31,1995,14,12/03,1,1,14,34,41.2,170,5,0,0,0,0,57.2,1,2,2,1,,
31,1995,15,12/10,1,1,12,29,41.4,127,4.4,0,1,1,8,40.4,2,2,1,0,,
31,1995,16,12/17,1,1,18,28,64.3,283,10.1,1,1,0,0,94.8,8,-1,-0.1,1,,
31,1995,17,12/24,1,1,19,43,44.2,201,4.7,1,2,2,8,46.8,1,3,3,0,,
32,1994,1,09/04,1,0,3,8,37.5,14,1.8,0,0,0,0,45.8,3,-9,-3,0,,
32,1994,2,09/11,0,0,,,,,,,,,,0,,,,,,
32,1994,3,09/18,0,0,,,,,,,,,,0,,,,,,
32,1994,4,09/25,1,0,10,16,62.5,93,5.8,0,1,0,0,52.3,1,4,4,0,,
32,1994,5,10/02,1,1,11,30,36.7,96,3.2,1,1,2,14,43.2,4,4,1,0,1,1
32,1994,6,10/09,1,1,10,27,37,186,6.9,2,1,2,15,70.9,2,16,8,0,1,0
32,1994,7,10/16,1,1,11,32,34.4,158,4.9,1,5,1,9,22.1,3,12,4,0,,
32,1994,8,10/23,0,0,,,,,,,,,,0,,,,,,
32,1994,9,10/30,0,0,,,,,,,,,,0,,,,,,
32,1994,10,11/06,0,0,,,,,,,,,,0,,,,,,
32,1994,11,Bye,,,,,,,,,,,,0,,,,,,
32,1994,12,11/20,1,0,5,9,55.6,32,3.6,0,0,0,0,63.2,,,,,,
32,1994,13,11/27,1,1,11,28,39.3,165,5.9,0,1,1,4,44.5,4,23,5.8,0,,
32,1994,14,12/04,1,1,13,25,52,278,11.1,2,1,3,20,101.8,1,-1,-1,0,1,1
32,1994,15,12/11,1,1,16,27,59.3,286,10.6,1,1,1,3,92.5,2,38,19,0,,
32,1994,16,12/18,1,1,17,35,48.6,201,5.7,2,0,1,7,85.5,2,6,3,0,,
38,1990,3,09/23,0,,,,,,,,,,,0,,,,,,
32,1994,17,12/24,1,1,13,28,46.4,149,5.3,1,1,1,11,60,4,10,2.5,0,,
33,1994,1,09/04,0,0,,,,,,,,,,0,,,,,,
33,1994,2,09/11,0,0,,,,,,,,,,0,,,,,,
33,1994,3,09/18,0,0,,,,,,,,,,0,,,,,,
33,1994,4,09/25,1,0,5,10,50,73,7.3,0,0,3,8,74.2,1,12,12,0,,
33,1994,5,10/02,0,0,,,,,,,,,,0,,,,,,
33,1994,6,10/09,1,0,6,11,54.5,81,7.4,0,3,1,4,38.6,,,,,,
33,1994,7,Bye,,,,,,,,,,,,0,,,,,,
33,1994,8,10/23,1,1,7,23,30.4,45,2,0,1,1,8,21.8,,,,,,
33,1994,9,10/30,1,0,7,13,53.8,75,5.8,1,1,1,8,64.6,,,,,1,1
33,1994,10,11/06,1,1,13,25,52,159,6.4,0,1,2,14,55.3,1,15,15,0,1,0
33,1994,11,11/13,0,0,,,,,,,,,,0,,,,,,
33,1994,12,11/20,0,0,,,,,,,,,,0,,,,,,
33,1994,13,11/27,0,0,,,,,,,,,,0,,,,,,
33,1994,14,12/04,0,0,,,,,,,,,,0,,,,,,
33,1994,15,12/11,0,0,,,,,,,,,,0,,,,,,
33,1994,16,12/18,0,0,,,,,,,,,,0,,,,,,
33,1994,17,12/24,0,0,,,,,,,,,,0,,,,,,
34,1993,1,09/05,1,1,14,30,46.7,148,4.9,2,1,3,13,69.9,3,6,2,0,,
34,1993,2,09/12,1,1,28,49,57.1,239,4.9,1,1,2,8,68.3,3,10,3.3,0,2,1
34,1993,3,09/19,1,1,20,44,45.5,238,5.4,1,2,2,15,51.1,1,1,1,0,,
34,1993,4,09/26,1,1,19,42,45.2,195,4.6,0,2,3,15,39.3,,,,,1,1
34,1993,5,Bye,,,,,,,,,,,,0,,,,,,
34,1993,6,10/10,1,1,8,17,47.1,85,5,1,0,2,18,81.7,1,0,0,0,1,0
34,1993,7,10/17,0,0,,,,,,,,,,0,,,,,,
34,1993,8,10/24,0,0,,,,,,,,,,0,,,,,,
34,1993,9,10/31,0,0,,,,,,,,,,0,,,,,,
34,1993,10,11/07,1,0,8,16,50,96,6,0,0,1,9,68.8,5,14,2.8,0,,
34,1993,11,Bye,,,,,,,,,,,,0,,,,,,
34,1993,12,11/21,1,1,23,42,54.8,275,6.5,1,1,2,14,73,1,12,12,0,,
34,1993,13,11/28,1,1,10,18,55.6,134,7.4,0,1,0,0,56.3,,,,,,
34,1993,14,12/05,1,1,18,48,37.5,296,6.2,1,5,0,0,26.4,5,-1,-0.2,0,3,1
34,1993,15,12/12,1,1,11,22,50,106,4.8,1,0,0,0,79,2,2,1,0,,
34,1993,16,12/19,1,1,19,47,40.4,210,4.5,1,1,1,7,52.6,4,9,2.3,0,,
34,1993,17,12/26,1,1,9,11,81.8,143,13,2,0,0,0,158.3,1,2,2,0,,
34,1993,18,01/02,1,1,27,43,62.8,329,7.7,4,1,0,0,107.6,6,27,4.5,0,1,1
35,1993,1,09/05,1,1,20,27,74.1,154,5.7,0,1,4,13,72.1,3,36,12,0,,
35,1993,2,09/12,1,1,14,22,63.6,149,6.8,0,2,5,29,45.5,5,27,5.4,0,1,1
35,1993,3,09/19,1,1,12,16,75,117,7.3,1,1,4,24,89.8,2,21,10.5,0,,
35,1993,4,09/26,1,1,18,30,60,181,6,0,0,2,15,77.2,9,17,1.9,0,1,1
35,1993,5,10/03,1,1,25,40,62.5,282,7.1,1,0,2,12,91.9,3,15,5,1,,
35,1993,6,Bye,,,,,,,,,,,,0,,,,,,
35,1993,7,10/17,1,1,23,39,59,189,4.8,1,3,3,23,47.9,3,10,3.3,0,3,1
35,1993,8,10/24,1,1,22,43,51.2,203,4.7,1,2,1,9,52.8,7,12,1.7,0,2,0
35,1993,9,10/31,1,1,16,30,53.3,201,6.7,0,2,4,17,46.7,2,4,2,0,1,0
35,1993,10,11/07,1,1,12,20,60,175,8.8,1,1,2,14,84.4,5,23,4.6,0,,
35,1993,11,11/14,1,1,11,27,40.7,114,4.2,1,0,2,10,66,2,-3,-1.5,0,1,0
35,1993,12,Bye,,,,,,,,,,,,0,,,,,,
35,1993,13,11/28,1,1,17,37,45.9,188,5.1,1,1,6,27,59.3,3,18,6,0,,
35,1993,14,12/05,1,1,18,30,60,287,9.6,0,2,3,12,64.2,2,19,9.5,0,2,1
35,1993,15,12/12,1,1,20,36,55.6,171,4.8,1,1,1,2,65.9,9,52,5.8,1,,
35,1993,16,12/19,1,1,15,30,50,165,5.5,1,0,2,12,77.8,5,18,3.6,1,,
35,1993,17,12/26,1,1,12,29,41.4,117,4,1,1,5,16,50.5,4,44,11,0,,
35,1993,18,01/02,1,1,19,30,63.3,140,4.7,2,0,1,0,96.5,4,30,7.5,0,2,1
36,1992,4,09/27,0,0,,,,,,,,,,0,,,,,,
36,1992,13,11/29,1,1,16,34,47.1,140,4.1,0,0,10,72,58.5,8,44,5.5,0,1,0
36,1992,14,12/06,1,1,12,25,48,134,5.4,2,0,4,35,91.1,1,1,1,0,1,1
36,1992,15,12/13,1,1,13,26,50,195,7.5,1,2,4,39,55.8,1,-1,-1,0,1,0
36,1992,16,12/20,1,1,6,13,46.2,61,4.7,0,0,0,0,60.1,1,9,9,0,,
37,1990,1,09/09,1,,13,24,54.2,160,6.7,1,0,3,25,88.9,,,,,,
37,1990,2,09/16,1,,12,24,50,160,6.7,1,4,2,17,45.8,3,8,2.7,0,,
37,1990,3,09/23,1,,5,14,35.7,42,3,0,1,2,18,14.6,,,,,,
37,1990,4,09/30,0,,,,,,,,,,,0,,,,,,
37,1990,5,10/07,0,,,,,,,,,,,0,,,,,,
37,1990,6,Bye,,,,,,,,,,,,0,,,,,,
37,1990,7,10/21,0,,,,,,,,,,,0,,,,,,
37,1990,8,10/28,1,,8,15,53.3,77,5.1,0,1,2,16,40.1,,,,,,
37,1990,9,11/05,1,,23,37,62.2,160,4.3,0,0,3,34,71.9,,,,,,
37,1990,10,11/11,1,,6,24,25,106,4.4,1,0,1,5,59.4,1,-1,-1,0,,
37,1990,11,11/18,1,,14,22,63.6,249,11.3,2,1,4,24,113.6,1,-1,-1,0,,
37,1990,12,11/25,1,,21,31,67.7,251,8.1,3,0,1,14,124.5,3,-6,-2,0,,
37,1990,13,12/02,1,,13,28,46.4,168,6,2,1,4,26,74.7,,,,,,
37,1990,14,12/09,1,,13,25,52,93,3.7,0,3,5,41,21.3,2,2,1,1,,
37,1990,15,12/16,1,,17,27,63,212,7.9,1,0,3,35,99.6,,,,,,
37,1990,16,12/22,1,,18,33,54.5,252,7.6,3,0,4,36,109.7,,,,,,
37,1990,17,12/30,1,,18,30,60,222,7.4,2,2,3,29,77.4,1,0,0,0,,
38,1990,4,09/30,0,,,,,,,,,,,0,,,,,,
38,1990,5,10/07,0,,,,,,,,,,,0,,,,,,
38,1990,6,10/14,1,,4,7,57.1,65,9.3,1,0,1,7,128,,,,,,
38,1990,7,Bye,,,,,,,,,,,,0,,,,,,
38,1990,8,10/28,0,,,,,,,,,,,0,,,,,,
38,1990,10,11/11,1,,5,11,45.5,48,4.4,0,2,1,5,18.6,6,34,5.7,0,,
38,1990,11,11/18,1,,3,7,42.9,37,5.3,0,0,1,6,59.8,,,,,,
38,1990,12,11/22,0,,,,,,,,,,,0,,,,,,
38,1990,13,12/02,0,,,,,,,,,,,0,,,,,,
38,1990,14,12/10,0,,,,,,,,,,,0,,,,,,
38,1990,15,12/16,0,,,,,,,,,,,0,,,,,,
38,1990,16,12/22,0,,,,,,,,,,,0,,,,,,
38,1990,17,12/30,1,,1,5,20,14,2.8,0,0,1,4,39.6,1,30,30,0,,
39,1989,1,09/10,1,,17,35,48.6,180,5.1,0,2,2,30,40.2,1,13,13,0,,
39,1989,2,09/17,1,,13,23,56.5,241,10.5,1,2,0,0,71.1,5,13,2.6,0,,
39,1989,3,09/24,1,,6,21,28.6,83,4,0,2,4,27,4,1,3,3,0,,
39,1989,4,10/01,1,,1,6,16.7,11,1.8,0,0,0,0,39.6,2,9,4.5,0,,
39,1989,9,11/05,0,,,,,,,,,,,0,,,,,,
39,1989,10,11/12,1,,21,40,52.5,379,9.5,2,2,1,12,81.1,,,,,,
39,1989,11,11/19,1,,25,33,75.8,261,7.9,1,1,0,0,95.6,8,71,8.9,0,,
39,1989,12,11/23,1,,7,21,33.3,54,2.6,0,3,1,1,2.8,4,25,6.3,0,,
39,1989,13,12/03,1,,19,34,55.9,179,5.3,4,1,2,14,97.5,4,57,14.3,0,,
39,1989,14,12/10,1,,17,30,56.7,152,5.1,1,0,5,45,81.5,6,60,10,0,,
39,1989,15,12/16,1,,11,22,50,84,3.8,0,1,2,17,40.7,3,14,4.7,0,,
39,1989,16,12/24,1,,18,28,64.3,125,4.5,0,4,2,9,34.7,4,37,9.3,0,,
40,1987,1,09/13,0,,,,,,,,,,,0,,,,,,
40,1987,2,09/20,1,,1,4,25,14,3.5,0,0,1,9,41.7,,,,,,
40,1987,6,10/25,0,,,,,,,,,,,0,,,,,,
40,1987,7,11/01,0,,,,,,,,,,,0,,,,,,
40,1987,8,11/08,0,,,,,,,,,,,0,,,,,,
40,1987,9,11/15,0,,,,,,,,,,,0,,,,,,
40,1987,10,11/22,0,,,,,,,,,,,0,,,,,,
40,1987,11,11/29,1,,4,6,66.7,33,5.5,0,1,1,8,41,1,0,0,0,,
40,1987,12,12/06,1,,22,47,46.8,369,7.9,2,2,3,17,70.3,5,19,3.8,1,,
40,1987,13,12/13,1,,20,39,51.3,262,6.7,1,1,4,46,70.7,1,0,0,0,,
40,1987,14,12/20,1,,16,38,42.1,240,6.3,2,2,6,33,59.1,2,19,9.5,0,,
40,1987,15,12/27,1,,8,31,25.8,163,5.3,0,0,3,27,49,4,12,3,0,,
42,1986,5,10/05,0,,,,,,,,,,,0,,,,,,
42,1986,6,10/12,0,,,,,,,,,,,0,,,,,,
42,1986,7,10/19,0,,,,,,,,,,,0,,,,,,
42,1986,8,10/26,0,,,,,,,,,,,0,,,,,,
42,1986,9,11/03,0,,,,,,,,,,,0,,,,,,
42,1986,10,11/09,0,,,,,,,,,,,0,,,,,,
42,1986,11,11/16,1,,12,19,63.2,193,10.2,3,0,1,6,136.6,2,5,2.5,0,,
42,1986,12,11/23,1,,7,20,35,56,2.8,0,2,0,0,4.2,4,13,3.3,1,,
42,1986,13,11/30,1,,9,17,52.9,155,9.1,1,2,0,0,64.2,4,1,0.3,0,,
42,1986,14,12/07,1,,14,25,56,212,8.5,1,1,1,0,80.8,3,9,3,0,,
42,1986,15,12/14,1,,18,31,58.1,251,8.1,2,0,3,21,105.7,3,18,6,0,,
42,1986,16,12/19,1,,13,35,37.1,151,4.3,1,3,3,23,24.8,,,,,,
43,1983,1,09/04,1,,1,8,12.5,14,1.8,0,1,4,26,0,,,,,,
43,1983,2,09/11,1,,9,21,42.9,106,5,0,0,3,19,58.8,1,2,2,0,,
43,1983,3,09/18,1,,18,33,54.5,193,5.8,1,2,3,17,56.8,4,29,7.3,0,,
43,1983,4,09/25,1,,6,11,54.5,71,6.5,0,1,2,20,36.6,,,,,,
43,1983,5,10/02,1,,4,10,40,36,3.6,0,1,3,25,10.8,3,10,3.3,0,,
43,1983,6,10/09,0,,,,,,,,,,,0,,,,,,
43,1983,7,10/16,0,,,,,,,,,,,0,,,,,,
43,1983,8,10/23,0,,,,,,,,,,,0,,,,,,
43,1983,9,10/30,0,,,,,,,,,,,0,,,,,,
43,1983,10,11/06,1,,8,15,53.3,134,8.9,1,0,2,17,106,4,20,5,0,,
43,1983,11,11/13,1,,11,31,35.5,190,6.1,0,1,2,21,43.8,3,32,10.7,1,,
43,1983,12,11/20,0,,,,,,,,,,,0,,,,,,
43,1983,13,11/27,1,,14,28,50,147,5.3,0,3,4,35,26,1,1,1,0,,
43,1983,14,12/04,1,,16,24,66.7,284,11.8,2,1,0,0,117.4,6,18,3,0,,
43,1983,15,12/11,1,,23,44,52.3,345,7.8,3,0,5,38,101,3,23,7.7,0,,
43,1983,16,12/18,1,,13,34,38.2,143,4.2,0,4,0,0,11.9,3,11,3.7,0,,
44,1983,1,09/04,0,,,,,,,,,,,0,,,,,,
44,1983,2,09/12,0,,,,,,,,,,,0,,,,,,
44,1983,3,09/18,0,,,,,,,,,,,0,,,,,,
44,1983,4,09/25,0,,,,,,,,,,,0,,,,,,
44,1983,5,10/02,1,,4,5,80,48,9.6,1,0,2,25,146.2,,,,,,
44,1983,6,10/09,0,,,,,,,,,,,0,,,,,,
44,1983,7,10/16,1,,,,,,,,,,,0,,,,,,
44,1983,8,10/23,0,,,,,,,,,,,0,,,,,,
44,1983,9,10/30,0,,,,,,,,,,,0,,,,,,
44,1983,10,11/06,0,,,,,,,,,,,0,,,,,,
44,1983,11,11/13,0,,,,,,,,,,,0,,,,,,
44,1983,12,11/20,1,,10,19,52.6,95,5,1,0,1,16,84.3,1,0,0,0,,
44,1983,13,11/27,0,,,,,,,,,,,0,,,,,,
44,1983,14,12/04,0,,,,,,,,,,,0,,,,,,
44,1983,15,12/11,0,,,,,,,,,,,0,,,,,,
44,1983,16,12/18,1,,6,10,60,116,11.6,1,0,1,9,133.8,,,,,,
45,1982,1,09/12,1,,6,18,33.3,103,5.7,0,1,0,0,30.6,,,,,,
45,1982,2,09/19,0,,,,,,,,,,,0,,,,,,
45,1982,3,11/21,0,,,,,,,,,,,0,,,,,,
45,1982,4,11/28,0,,,,,,,,,,,0,,,,,,
45,1982,5,12/05,0,,,,,,,,,,,0,,,,,,
45,1982,6,12/12,0,,,,,,,,,,,0,,,,,,
45,1982,7,12/19,0,,,,,,,,,,,0,,,,,,
45,1982,8,12/26,1,,6,9,66.7,65,7.2,0,0,1,7,87.7,,,,,,
45,1982,9,01/02,1,,5,10,50,29,2.9,0,1,2,28,16.7,1,3,3,0,,
46,1982,1,09/12,0,,,,,,,,,,,0,,,,,,
46,1982,2,09/19,1,,12,22,54.5,131,6,0,1,4,33,53.4,1,4,4,0,,
46,1982,3,11/21,1,,16,27,59.3,233,8.6,2,3,3,12,72.5,3,14,4.7,0,,
46,1982,4,11/28,1,,12,20,60,139,7,1,1,7,56,76.9,3,17,5.7,0,,
46,1982,5,12/05,1,,15,21,71.4,192,9.1,2,1,3,16,111.6,2,7,3.5,1,,
46,1982,6,12/12,1,,19,29,65.5,199,6.9,0,1,3,25,70.9,3,16,5.3,0,,
46,1982,7,12/19,1,,16,33,48.5,160,4.8,1,0,1,5,72.8,5,24,4.8,0,,
46,1982,8,12/26,1,,18,28,64.3,280,10,2,0,2,17,121.1,7,23,3.3,0,,
46,1982,9,01/02,1,,12,30,40,167,5.6,1,0,4,32,69.7,,,,,,
47,1981,1,09/06,0,,,,,,,,,,,0,,,,,,
47,1981,2,09/13,0,,,,,,,,,,,0,,,,,,
47,1981,3,09/20,0,,,,,,,,,,,0,,,,,,
47,1981,4,09/27,0,,,,,,,,,,,0,,,,,,
47,1981,5,10/04,0,,,,,,,,,,,0,,,,,,
47,1981,6,10/11,0,,,,,,,,,,,0,,,,,,
47,1981,7,10/18,0,,,,,,,,,,,0,,,,,,
47,1981,8,10/25,0,,,,,,,,,,,0,,,,,,
47,1981,9,11/01,0,,,,,,,,,,,0,,,,,,
47,1981,10,11/08,0,,,,,,,,,,,0,,,,,,
47,1981,11,11/15,0,,,,,,,,,,,0,,,,,,
47,1981,12,11/22,1,,15,30,50,168,5.6,0,4,2,11,27.5,,,,,,
47,1981,13,11/29,0,,,,,,,,,,,0,,,,,,
47,1981,14,12/06,0,,,,,,,,,,,0,,,,,,
47,1981,15,12/13,1,,,,,,,,,,,0,,,,,,
47,1981,16,12/20,0,,,,,,,,,,,0,,,,,,
18,2004,8,10/31,0,0,,,,,,,,,,0,,,,,,
1,2015,1,,,,,,,,,,,,,,,,,,,
1,2015,2,,,,,,,,,,,,,,,,,,,
1,2015,3,,1,,1,1,1,1,1,1,1,,,,,,,,,
